customer_ID,shopping_pt,record_type,day,time,state,location,group_size,homeowner,car_age,car_value,risk_factor,age_oldest,age_youngest,married_couple,C_previous,duration_previous,policy,cost
281675,7,1,4,12:02,FL,31369,1,1,2,g,1,75,73,1,1,4,2,605
281671,7,1,4,17:27,OH,33433,1,0,12,f,NA,29,29,0,3,2,3,651
281665,8,1,4,14:50,NY,39325,1,0,1,g,2,27,27,0,3,1,1,716
281667,9,1,4,16:14,MD,45025,1,0,28,b,3,31,31,0,1,1,3,700
281727,4,1,0,10:28,PA,43039,2,1,1,f,4,72,69,1,3,0,3,645
140907,6,1,3,13:25,ID,38257,1,0,9,f,1,33,33,0,3,7,2,600
281725,7,1,4,13:12,FL,33934,1,1,2,f,2,66,66,0,3,15,2,619
281723,4,1,2,12:56,NY,44188,1,0,0,g,1,49,49,0,3,15,1,675
140909,5,1,1,10:00,NY,33730,1,1,9,e,2,65,65,0,3,5,1,595
140899,4,1,3,14:56,IN,33718,1,1,1,e,2,52,52,0,3,7,3,645
281717,8,1,0,16:34,AL,40879,2,1,11,f,3,62,60,1,3,15,2,577
140897,9,1,3,14:11,UT,39298,1,0,6,e,4,23,23,0,3,2,3,617
281713,4,1,2,13:55,NY,43360,1,1,1,d,1,48,48,0,3,8,1,605
140901,6,1,0,14:26,IN,37348,1,1,10,e,3,69,69,0,4,9,2,641
140923,6,1,3,9:38,PA,32731,1,1,7,f,NA,65,65,0,1,9,2,653
281711,9,1,3,18:19,OR,30409,1,0,16,e,NA,25,25,0,2,3,2,599
281709,8,1,0,12:22,NY,32746,1,0,13,f,1,50,50,0,1,15,1,612
140927,4,1,4,13:13,PA,36334,1,1,7,d,NA,32,32,0,1,4,2,630
140925,4,1,4,9:48,NY,36337,1,0,6,e,2,32,32,0,3,9,1,689
140913,8,1,2,9:46,FL,44029,1,1,2,e,1,60,60,0,3,15,2,631
281701,9,1,3,9:29,DC,33406,1,1,7,d,NA,26,26,0,2,1,3,664
140919,6,1,0,17:36,CO,39982,1,1,12,e,NA,36,36,0,1,2,2,628
281745,10,1,0,15:56,PA,32278,1,0,5,f,NA,26,26,0,1,1,3,673
140935,8,1,0,15:40,OH,43696,1,0,18,e,NA,20,20,0,1,3,1,610
281747,11,1,2,16:32,FL,32728,1,0,1,e,2,27,27,0,3,5,3,734
140929,7,1,0,11:56,PA,36448,1,1,8,e,3,43,43,0,1,7,1,584
140931,8,1,1,5:29,IN,40876,1,0,3,e,3,28,28,0,1,2,4,621
140941,8,1,3,15:05,AL,34729,1,1,16,e,NA,22,22,0,2,1,3,651
140943,9,1,2,17:39,OR,34918,1,0,6,f,1,75,75,1,4,2,2,633
281757,5,1,2,12:49,NY,43558,1,1,1,e,2,75,75,0,3,15,1,596
140939,8,1,2,16:52,FL,45487,1,1,1,d,1,27,27,0,1,3,3,686
281729,8,1,1,17:11,NY,40288,1,1,4,g,4,38,38,0,2,12,1,724
281731,7,1,1,10:46,NY,36952,1,1,6,f,1,60,60,0,3,15,1,590
140951,8,1,1,10:12,AL,34054,1,1,6,e,NA,67,67,0,3,4,2,660
281735,6,1,2,17:38,OH,34204,1,1,7,d,NA,55,55,0,3,15,2,630
281737,9,1,2,15:58,KY,33058,1,0,6,e,NA,27,27,0,1,3,3,645
140957,4,1,4,9:42,WI,35632,1,0,12,g,NA,61,61,0,3,0,3,601
140959,8,1,4,15:59,KY,48841,2,0,14,d,NA,21,19,0,1,0,1,680
281743,6,1,2,11:40,FL,33091,1,1,8,d,2,71,71,0,2,15,3,609
140967,5,1,4,14:00,ID,33841,2,1,2,f,1,36,33,1,3,8,2,599
140963,8,1,2,15:00,IN,42808,1,1,4,h,2,75,75,0,4,15,2,631
281781,8,1,2,17:32,NV,32878,1,0,1,e,NA,21,21,0,1,3,3,719
140973,4,1,0,15:07,KY,31081,2,1,13,f,2,46,45,1,3,2,1,549
281791,6,1,3,16:31,IN,39406,1,1,16,e,3,53,53,0,2,5,1,577
281763,7,1,3,14:23,FL,35929,1,0,13,g,3,23,23,0,2,7,2,650
281761,9,1,4,12:04,FL,33607,2,1,8,f,2,75,74,1,3,6,2,580
140981,8,1,0,15:32,PA,35236,1,0,7,d,3,29,29,0,3,3,2,624
281767,6,1,3,12:34,TN,34855,2,1,11,f,NA,75,75,1,1,13,3,699
140979,11,1,1,11:09,NY,44737,2,1,5,f,2,37,35,1,3,8,1,664
281765,3,1,3,10:23,OH,40018,1,1,16,c,NA,54,54,0,2,3,1,584
140977,5,1,0,14:17,CT,39634,1,0,12,g,NA,51,51,0,2,5,1,595
140989,9,1,0,19:32,NV,37525,1,1,2,e,NA,47,47,0,1,7,3,657
281775,3,1,3,10:34,PA,43039,1,1,2,c,NA,75,75,0,2,5,3,650
140987,4,1,1,11:56,AL,40342,1,1,17,c,3,58,58,0,3,14,3,536
140995,7,1,2,9:36,KY,30370,1,1,7,d,4,30,30,0,4,3,3,595
140999,7,1,0,15:16,UT,38053,1,1,8,f,NA,29,29,0,1,2,3,681
281811,9,1,0,15:05,KY,32386,1,0,12,e,1,75,75,0,3,9,1,561
281821,6,1,0,9:18,MD,40546,1,1,19,e,1,75,75,0,3,1,3,595
281823,9,1,2,12:56,MD,37492,2,1,12,g,4,61,56,1,4,9,3,628
141005,11,1,1,14:09,FL,36346,1,1,9,f,1,53,53,0,3,15,2,648
141009,5,1,2,11:06,MD,37528,1,1,2,e,4,28,28,0,3,2,3,660
281793,9,1,0,13:29,NY,38782,2,1,6,f,2,28,25,1,3,3,1,603
217,6,1,3,9:09,NY,30328,1,0,10,e,4,28,28,0,3,13,1,734
141013,8,1,2,13:34,MT,42151,1,1,1,g,NA,74,74,0,3,3,2,660
141015,9,1,4,12:33,GA,45700,1,0,4,e,NA,39,39,0,3,3,3,693
281805,9,1,3,13:58,FL,32581,1,0,10,e,2,28,28,0,1,9,2,640
141017,8,1,3,9:44,FL,35704,2,0,4,e,2,53,36,1,2,10,3,640
141019,6,1,1,13:40,MS,36679,1,1,21,h,NA,48,48,0,1,1,1,594
281801,7,1,1,16:51,OR,31411,1,1,14,g,NA,71,71,0,3,7,2,618
141021,6,1,0,8:55,FL,31189,1,0,8,d,3,57,57,0,1,3,4,684
281803,8,1,0,8:50,FL,32320,1,1,12,e,1,75,75,0,3,1,3,631
141027,8,1,4,14:01,FL,31882,1,1,13,d,3,54,54,0,1,15,3,637
281847,5,1,3,10:44,NY,32326,1,0,17,e,1,59,59,0,4,15,1,646
141031,7,1,4,12:57,PA,36034,1,0,1,d,3,28,28,0,2,5,2,599
233,4,1,4,9:31,WV,30352,2,1,3,d,3,62,60,1,3,3,2,629
281853,4,1,4,11:23,PA,45496,1,1,10,g,NA,47,47,0,4,3,2,605
281831,6,1,4,13:23,OR,40813,2,1,20,e,NA,24,22,1,3,1,1,589
253,7,1,1,14:32,PA,30385,1,1,2,f,3,63,63,0,1,13,2,610
141041,9,1,3,10:29,PA,32218,1,0,19,d,NA,52,52,0,1,6,1,572
281827,5,1,0,9:42,WV,38497,2,0,1,d,NA,37,31,1,1,3,4,662
141047,8,1,3,18:11,CO,39307,1,1,19,d,NA,30,30,0,1,1,1,615
281825,5,1,1,9:03,PA,43660,1,1,10,f,NA,32,32,0,3,1,2,623
141045,3,1,4,14:57,UT,32743,3,1,16,g,NA,49,16,1,3,6,1,644
141051,8,1,4,14:19,FL,30958,1,1,6,g,1,64,64,0,4,14,3,600
281837,10,1,2,13:00,MS,37198,1,1,6,h,NA,59,59,0,1,5,2,662
245,8,1,1,11:34,OK,30373,1,0,7,d,NA,21,21,0,2,4,3,708
141049,7,1,2,13:14,FL,35851,1,0,12,f,3,67,67,0,4,4,3,682
281835,5,1,3,8:46,FL,34414,1,1,5,g,1,60,60,0,3,1,2,607
141055,10,1,3,11:26,NY,35638,1,0,1,e,2,29,29,0,3,2,1,625
281833,11,1,1,9:23,OH,40609,2,1,3,f,1,64,63,1,4,2,2,633
275,7,1,2,9:40,OK,30418,1,1,8,g,3,61,61,0,3,3,3,603
281867,5,1,3,15:05,NY,36643,1,1,5,d,3,68,68,0,3,5,1,648
273,7,1,0,18:31,WA,30415,1,1,8,d,3,30,30,0,1,5,2,606
281865,4,1,0,10:53,NY,34951,1,1,7,f,2,52,52,0,3,3,1,675
279,11,1,0,13:56,FL,30424,2,1,26,c,1,60,56,1,3,15,3,580
141083,4,1,2,15:03,NY,44332,1,0,1,e,2,71,71,0,3,3,1,620
141081,6,1,3,10:05,MD,42931,1,1,16,d,1,28,28,0,3,12,1,626
283,7,1,2,16:00,WA,30430,1,0,7,d,NA,65,37,1,1,0,3,657
141079,5,1,2,19:28,UT,45508,2,0,1,e,NA,20,20,1,2,5,2,664
281859,6,1,2,18:20,WA,41242,1,1,1,h,NA,38,38,0,3,2,2,658
141077,11,1,0,14:22,WA,33316,1,0,13,d,NA,23,23,0,3,0,2,679
281857,8,1,1,12:38,ID,36766,1,0,18,c,4,27,27,0,2,1,3,645
281863,7,1,1,17:17,GA,45811,1,0,4,e,NA,24,24,0,3,8,3,673
285,9,1,2,13:39,OH,30433,1,1,4,f,NA,49,49,0,2,4,3,649
281861,8,1,1,16:18,CO,31492,1,1,26,c,NA,32,32,0,1,2,1,552
259,4,1,3,15:24,OH,30394,2,1,5,d,3,59,57,1,3,1,3,581
141071,6,1,0,12:38,NY,34477,2,1,12,g,1,75,75,1,3,15,1,646
281881,7,1,4,16:01,OH,30571,1,0,23,c,NA,27,27,0,3,4,1,552
257,7,1,0,15:26,OH,30391,2,1,15,d,2,52,17,0,3,0,1,607
281887,9,1,0,14:08,PA,32644,1,0,7,c,NA,25,25,0,1,3,2,637
281885,7,1,0,13:16,FL,37222,2,1,6,h,1,29,28,1,3,5,3,618
261,6,1,2,8:03,IN,30397,1,0,17,e,4,50,50,0,2,1,1,608
141065,3,1,3,9:11,FL,43822,1,1,13,e,1,63,63,0,3,12,1,547
281875,8,1,1,14:52,UT,33700,1,0,17,d,NA,21,21,0,3,4,1,577
141063,5,1,0,16:53,OK,34858,2,1,7,g,NA,43,40,1,3,7,2,623
281873,4,1,2,12:25,KY,32035,1,0,6,g,NA,36,36,0,1,1,3,699
271,7,1,1,18:37,OR,30412,1,0,12,e,3,29,29,0,4,14,3,609
269,8,1,4,19:09,OR,30409,1,0,15,e,NA,25,25,0,2,8,2,668
141057,7,1,2,11:45,MO,41782,1,0,15,h,NA,54,54,0,1,3,1,538
305,10,1,3,13:56,NV,30463,1,0,17,c,NA,43,43,0,3,7,1,620
141113,10,1,4,18:15,PA,35566,1,0,6,d,NA,36,36,0,2,2,2,633
311,8,1,0,18:25,ID,30469,1,1,8,d,1,24,24,0,3,3,4,607
141115,6,1,2,14:18,FL,41665,2,0,13,f,2,42,37,1,1,3,2,697
141109,12,1,3,14:27,NH,41599,1,0,9,d,3,28,28,0,3,4,3,587
315,3,1,2,9:05,FL,30475,2,1,7,f,1,75,75,1,1,3,3,617
141105,9,1,2,12:39,OK,36502,1,0,1,d,NA,22,22,0,3,3,3,676
141107,7,1,5,9:19,DC,32893,1,0,8,e,2,26,26,0,3,3,3,647
289,8,1,0,8:45,PA,30439,1,1,14,d,NA,56,56,0,1,4,1,566
291,4,1,0,11:14,FL,30442,3,0,9,e,3,65,17,1,3,15,2,704
141103,7,1,1,11:02,PA,34000,2,1,11,f,4,60,57,1,1,1,3,635
281917,8,1,3,15:54,CT,36385,1,1,6,f,4,26,26,0,3,4,1,633
293,7,1,2,10:47,NY,30445,1,1,3,f,2,51,51,0,3,4,1,601
141093,6,1,2,18:00,FL,34462,1,0,1,g,1,29,29,0,1,6,3,718
141095,9,1,2,16:54,NH,37012,2,1,6,f,3,75,70,1,4,5,3,593
281909,8,1,2,15:55,IN,38866,1,0,7,d,4,29,29,0,1,1,3,634
301,8,1,0,14:32,OH,30457,1,1,6,e,3,24,24,0,4,6,2,601
303,9,1,0,13:23,OH,30460,1,1,10,h,NA,52,52,0,1,1,1,565
343,5,1,0,13:32,NY,30517,1,1,6,e,2,25,25,0,3,9,1,591
281935,5,1,1,16:05,NY,31000,1,1,1,f,1,75,75,0,4,13,1,663
339,3,1,4,12:47,AL,30511,1,1,5,f,4,68,68,0,3,10,3,616
141151,9,1,3,12:35,TN,30736,1,1,1,h,1,66,66,0,3,15,3,639
141149,3,1,1,18:28,KY,32380,1,0,14,e,NA,42,42,0,1,10,3,659
351,7,1,1,16:12,NM,30529,1,1,2,g,NA,26,26,0,1,2,3,665
281925,10,1,1,13:41,OK,31978,2,0,14,f,NA,30,24,1,4,3,4,667
141143,3,1,4,8:37,FL,31579,1,1,9,f,3,48,48,0,2,5,3,623
345,6,1,3,17:17,AR,30520,2,0,20,f,NA,51,47,1,4,0,3,627
141141,8,1,3,19:01,NV,38059,1,1,2,e,2,73,73,0,3,2,3,645
281921,3,1,3,15:50,PA,31498,1,1,13,e,NA,67,67,0,1,2,2,664
327,9,1,5,16:38,CO,30493,1,0,11,f,NA,41,41,0,1,0,3,633
325,7,1,2,15:37,NY,30490,1,0,5,e,3,42,42,0,3,2,1,724
321,8,1,2,10:07,CT,30484,1,1,8,e,NA,56,56,0,2,15,1,651
281943,6,1,2,15:39,WA,30430,1,1,1,e,2,60,60,0,4,15,3,596
335,4,1,3,14:03,PA,30505,1,0,13,f,NA,18,18,0,3,4,1,669
141123,8,1,0,13:33,FL,40108,1,1,5,h,1,75,75,0,4,2,2,640
333,7,1,0,12:16,CO,30502,1,0,2,g,NA,21,21,0,3,1,4,709
141121,4,1,0,12:37,IN,36667,1,0,17,d,NA,24,24,0,1,1,1,604
331,6,1,2,11:04,FL,30499,1,1,2,f,1,43,43,0,3,3,2,673
141127,8,1,1,15:45,FL,35329,2,1,6,e,2,50,24,0,1,2,1,644
329,6,1,4,19:30,NV,30496,1,1,14,f,NA,43,43,0,1,10,3,644
141125,8,1,4,9:34,NY,42715,1,1,5,g,1,69,66,1,4,5,1,663
141177,8,1,3,16:03,PA,33274,1,1,7,e,NA,26,26,0,2,4,3,684
281961,7,1,0,12:34,DE,37189,1,1,15,e,4,20,20,0,1,3,1,720
371,9,1,5,12:04,NY,30556,1,0,1,f,3,24,24,0,3,2,1,732
281963,3,1,3,8:52,NY,43135,2,1,9,d,2,40,37,1,2,3,1,583
141169,4,1,0,12:05,NY,37276,1,1,1,e,4,38,38,0,3,15,1,691
383,3,1,3,8:51,RI,30574,1,0,9,f,2,59,59,0,2,4,1,552
281959,7,1,1,16:15,MS,42817,1,1,25,c,NA,74,61,0,3,9,1,552
141173,10,1,2,15:23,ID,31273,3,1,4,g,1,60,30,1,2,2,2,576
379,8,1,1,15:35,MD,30568,2,0,6,d,2,39,37,1,3,4,3,657
141175,6,1,3,12:50,PA,32119,1,1,3,g,4,37,34,0,1,3,2,684
281981,9,1,3,15:35,FL,32623,1,1,13,f,1,53,53,0,3,7,2,620
357,5,1,1,10:49,MS,30535,1,0,4,h,3,24,24,0,4,8,3,699
141161,10,1,0,9:10,FL,33676,2,1,2,d,1,73,67,1,3,2,2,596
281983,8,1,0,11:44,ME,30694,1,0,16,e,NA,21,21,0,2,1,1,616
359,8,1,0,15:59,CT,30538,1,0,14,f,NA,27,27,0,3,0,1,702
141165,5,1,3,9:02,IN,39715,1,1,21,c,4,29,29,0,3,3,2,616
281973,7,1,5,11:48,PA,31477,1,1,1,e,4,62,62,0,3,4,2,650
365,7,1,0,10:54,NM,30547,1,1,2,e,4,38,38,0,3,15,2,630
281975,8,1,2,12:41,FL,38563,2,1,2,c,2,71,57,1,3,4,3,664
367,4,1,4,10:31,FL,30550,1,1,2,e,3,43,43,0,4,4,2,679
363,5,1,4,15:20,FL,30544,2,1,8,d,1,52,46,1,1,15,1,595
281991,5,1,3,16:30,AR,49930,1,1,13,e,2,75,57,1,3,13,2,615
415,4,1,3,9:31,PA,30622,1,1,10,g,2,71,71,0,3,4,2,619
413,6,1,3,8:36,PA,30619,1,1,1,f,3,75,75,0,4,10,3,578
281995,6,1,1,15:57,MD,32893,1,1,15,d,4,49,49,0,1,4,1,621
403,3,1,1,12:13,ID,30604,1,0,2,f,4,28,28,0,3,1,3,690
281993,5,1,2,12:26,FL,40195,2,1,3,g,4,37,36,1,3,7,2,699
401,8,1,0,16:11,NM,30601,2,1,2,e,NA,43,37,0,1,6,3,643
281999,8,1,1,22:17,MD,40648,1,0,8,e,4,64,64,0,3,2,3,662
281997,4,1,1,9:50,FL,34399,1,1,2,d,1,75,75,0,4,10,2,619
395,9,1,2,9:26,NM,30592,2,1,1,g,2,60,53,1,4,7,2,599
141191,7,1,2,16:36,NY,37984,2,0,1,g,2,28,25,1,3,8,1,708
282003,7,1,3,11:41,KY,35308,1,0,6,d,NA,59,59,0,2,13,3,619
399,6,1,1,18:02,OR,30598,1,0,1,h,4,55,55,0,2,5,3,633
282007,8,1,0,17:46,CO,42091,1,1,16,e,NA,26,26,0,1,1,1,599
397,3,1,2,12:00,UT,30595,1,0,13,f,NA,23,23,0,NA,NA,1,592
282005,6,1,0,10:31,MD,41065,1,0,30,c,4,53,53,0,4,7,1,633
141199,5,1,2,10:46,TN,34501,2,1,6,d,3,64,63,1,4,15,2,627
141195,9,1,2,13:11,AR,33838,1,1,17,e,NA,43,43,0,1,5,1,561
389,10,1,4,14:08,FL,30583,1,1,1,e,1,51,51,0,1,11,2,633
282013,4,1,0,16:51,MD,41191,1,0,14,d,4,73,73,0,1,2,3,681
441,3,1,2,7:53,NY,30661,1,1,13,e,1,70,70,0,3,5,1,574
141237,9,1,1,10:59,FL,32212,1,0,14,d,3,24,24,0,4,1,2,673
282019,8,1,1,12:55,GA,31582,1,1,8,d,NA,40,40,0,2,15,4,643
443,7,1,0,8:37,NY,30664,1,0,3,e,2,25,25,0,3,9,1,651
282021,7,1,2,11:49,PA,39979,1,0,6,d,4,28,28,0,1,0,3,596
141233,6,1,1,15:04,NY,32746,1,1,11,d,2,58,58,0,3,3,1,598
141235,5,1,2,12:56,OR,34108,1,1,9,d,4,30,30,0,3,7,3,649
433,5,1,3,17:03,KS,30649,1,0,15,f,2,55,55,0,3,15,2,603
282029,5,1,1,10:47,FL,39256,1,1,3,g,2,63,63,0,2,13,2,586
437,6,1,2,17:25,CO,30655,2,1,11,g,3,37,36,1,2,9,1,561
141241,8,1,1,14:26,NY,35458,1,1,4,e,1,62,62,0,4,2,1,627
439,9,1,2,15:23,OH,30658,1,0,14,e,NA,25,25,0,4,7,1,600
282035,9,1,1,11:09,FL,39037,1,0,10,f,3,55,55,0,1,15,3,690
429,6,1,4,12:43,FL,30643,1,1,10,f,2,22,22,0,3,8,3,660
141217,8,1,0,15:58,OH,36145,1,1,9,f,3,32,32,0,2,5,3,589
282037,7,1,1,10:08,NY,41470,2,1,7,f,1,59,59,1,4,15,1,575
141219,8,1,1,14:43,FL,32932,2,1,7,h,3,65,63,1,4,11,2,641
282039,5,1,0,13:14,OR,32665,1,0,1,e,NA,25,25,0,3,8,3,737
417,8,1,2,9:47,ME,30625,1,0,11,g,3,20,20,0,3,5,2,656
141229,7,1,1,11:50,PA,38914,1,1,10,h,NA,39,39,0,1,1,1,611
421,7,1,1,12:38,PA,30631,1,0,12,f,4,41,41,0,3,2,3,611
141225,4,1,1,16:11,CO,31234,1,0,6,e,NA,50,50,0,3,8,2,661
423,9,1,4,9:51,TN,30634,1,0,11,g,3,21,21,0,3,5,2,695
282047,3,1,3,8:30,OH,30457,1,0,4,d,4,27,27,0,3,0,3,638
479,6,1,3,9:37,PA,30718,2,0,15,e,NA,46,41,0,3,2,1,602
282053,7,1,4,11:55,OH,38929,1,0,15,e,NA,35,35,0,2,15,2,601
477,9,1,2,13:59,AR,30715,1,0,7,d,NA,20,20,0,1,1,1,634
473,6,1,3,18:05,MO,30709,1,0,2,h,4,25,25,0,4,1,3,625
282063,7,1,1,13:54,FL,32581,1,1,23,f,2,75,75,0,2,15,3,601
471,3,1,3,11:13,WI,30706,1,0,10,e,NA,24,21,1,2,1,3,645
469,5,1,3,9:51,MS,30703,1,1,8,d,NA,47,47,0,1,15,3,647
141273,6,1,0,14:08,TN,33532,1,0,3,d,NA,21,21,0,3,6,3,664
467,7,1,4,13:53,OR,30700,2,0,12,d,4,40,39,1,2,8,3,631
465,9,1,3,15:50,PA,30697,1,0,12,g,4,54,54,0,1,1,3,668
141251,7,1,1,13:11,OK,38224,2,0,6,f,NA,58,53,1,1,2,4,651
461,7,1,1,11:54,FL,30691,1,1,1,e,1,71,71,0,3,4,3,600
282069,7,1,4,13:14,FL,31657,1,1,16,e,1,58,58,0,2,3,1,614
459,9,1,5,10:14,PA,30688,2,0,8,f,NA,38,36,1,3,4,2,662
282067,7,1,2,11:31,FL,35704,1,1,7,g,1,75,75,0,3,7,2,636
282065,7,1,0,15:46,IA,35446,1,1,5,e,NA,70,70,0,3,6,2,643
141259,7,1,0,16:40,KY,36838,2,0,3,f,NA,38,18,1,1,2,4,720
282077,8,1,3,17:51,NM,34933,2,1,7,e,NA,58,55,1,2,1,3,647
451,5,1,0,18:42,UT,30676,1,0,6,d,NA,21,21,0,1,4,4,669
282075,4,1,3,12:22,NY,37072,1,1,3,f,1,75,74,1,3,5,1,685
449,8,1,4,13:10,WA,30673,1,0,4,f,NA,39,39,0,1,1,3,670
282073,8,1,4,18:26,NV,30376,2,0,11,f,NA,40,39,1,1,3,3,645
511,6,1,4,13:52,IN,30766,1,0,17,d,4,25,25,0,1,0,1,587
282081,10,1,2,12:08,WA,30814,1,0,1,f,4,25,25,0,4,3,2,633
141303,7,1,3,11:57,NY,32434,1,0,19,d,4,23,23,0,1,9,1,694
282093,7,1,2,16:36,OH,38125,1,0,1,e,NA,23,23,0,4,1,2,655
501,7,1,0,13:26,CT,30751,1,1,6,e,NA,28,28,0,4,2,1,671
141305,9,1,4,14:34,KY,37504,1,1,5,e,3,42,42,0,3,9,2,638
503,9,1,0,8:47,KY,30754,2,1,12,e,4,35,32,1,1,3,3,628
282089,7,1,0,11:31,MD,33463,1,0,15,e,3,51,51,0,1,1,1,675
141311,11,1,1,8:36,PA,32296,1,0,10,d,NA,41,41,0,3,7,3,646
141281,6,1,4,10:45,MD,32293,1,0,18,e,4,50,50,0,1,5,1,613
495,7,1,2,11:30,OH,30742,1,1,9,e,3,75,75,0,4,5,3,620
141283,10,1,1,15:30,PA,38143,1,1,3,f,NA,54,54,0,2,3,3,685
282103,11,1,0,16:20,PA,42601,1,0,1,d,4,26,26,0,3,10,3,653
489,8,1,4,13:35,FL,30733,2,1,1,g,3,63,62,1,3,2,3,628
485,6,1,3,12:06,PA,30727,1,0,1,d,3,32,32,0,3,7,3,650
141289,8,1,1,13:38,KS,30823,1,0,11,i,NA,26,26,0,1,1,3,732
141291,8,1,0,11:09,PA,39763,2,1,13,h,NA,42,38,1,2,2,2,615
282111,6,1,1,12:26,UT,31273,1,0,5,d,1,71,71,0,1,15,3,619
481,9,1,2,11:46,MT,30721,2,1,22,e,NA,43,43,1,2,1,3,642
141295,9,1,4,15:28,NY,44872,1,0,1,f,3,30,30,0,3,13,1,673
282107,5,1,1,8:33,IN,33259,1,0,15,e,4,25,25,0,3,10,1,566
140331,9,1,4,11:04,PA,36349,1,0,15,d,NA,23,23,0,1,6,1,609
545,8,1,2,18:56,WA,30814,1,1,7,f,NA,67,67,0,3,7,2,658
140333,9,1,0,12:28,CO,35419,1,1,19,e,4,44,44,0,3,10,2,588
559,7,1,4,8:43,FL,30835,1,0,18,d,1,61,61,0,1,13,1,628
282165,7,1,2,14:24,AL,41794,2,1,5,d,NA,57,56,1,3,15,3,652
282161,8,1,0,13:06,NY,41818,1,0,10,e,3,75,49,0,1,3,1,677
553,9,1,3,13:32,MD,30826,1,0,4,g,2,21,21,0,4,6,3,748
567,3,1,3,14:12,FL,30421,1,0,9,f,3,49,49,0,1,8,4,657
282159,4,1,0,17:24,NY,33265,1,1,13,g,2,60,60,0,2,8,1,674
565,6,1,2,9:48,TN,30844,1,0,11,f,4,31,31,0,2,15,2,617
140345,10,1,0,12:02,NY,36691,3,0,8,d,3,54,20,1,3,7,1,715
563,9,1,2,14:49,CT,30841,1,0,8,f,NA,22,22,0,1,2,1,647
140349,7,1,1,16:20,UT,41194,1,1,14,e,NA,34,34,0,1,1,1,646
575,5,1,1,14:38,FL,30856,1,1,8,d,2,64,64,0,3,15,2,615
